#Data	Da: ND	A: ND
#Area	Comune: PIEDIMONTE MATESE	Distanza (km): 20.0
#Magnitudo	Min: 0.0	Max: 10.0	Tipo: Mag pref
#Profondità (km)	Min: ND	Max: ND
#Terremoti totali:	 603
#Tempo Origine (UTC);Latitudine;Longitudine;Profondità;Magnitudo;Fonte;
2007-04-14 20:12:16.260;41.344;14.242;5.0;1.4;BOLLSI;
2007-04-09 14:17:44.710;41.342;14.239;9.6;1.5;BOLLSI;
2007-03-30 09:11:07.050;41.408;14.486;10.7;2.1;BOLLSI;
2007-03-19 08:23:30.600;41.407;14.521;7.8;1.2;BOLLSI;
2007-03-18 19:56:07.510;41.296;14.227;8.2;2.5;BOLLSI;
2007-03-08 19:38:25.200;41.346;14.484;0.8;1.4;BOLLSI;
2007-03-07 14:47:25.720;41.394;14.471;5.0;2.1;BOLLSI;
2007-03-02 15:26:18.400;41.440;14.197;19.7;1.7;BOLLSI;
2007-02-25 05:11:06.630;41.307;14.237;10.7;1.8;BOLLSI;
2007-02-25 05:10:43.980;41.324;14.233;11.3;1.8;BOLLSI;
2007-02-25 04:47:18.130;41.369;14.500;5.0;0.9;BOLLSI;
2007-02-21 01:16:37.960;41.503;14.582;17.0;1.7;BOLLSI;
2007-02-07 17:15:48.450;41.345;14.215;10.0;1.3;BOLLSI;
2007-02-07 06:41:29.920;41.315;14.228;10.4;2.3;BOLLSI;
2007-01-11 23:15:33.850;41.495;14.206;15.4;1.3;BOLLSI;
2006-12-28 01:30:53.830;41.318;14.198;10.1;2.7;BOLLSI;
2006-12-28 00:42:38.610;41.304;14.226;10.0;1.3;BOLLSI;
2006-12-27 23:06:28.950;41.347;14.216;10.7;1.6;BOLLSI;
2006-12-27 23:00:25.970;41.324;14.212;8.9;2.4;BOLLSI;
2006-12-27 22:13:41.670;41.311;14.209;10.6;3.4;BOLLSI;
2006-12-18 07:36:23.890;41.504;14.561;18.4;1.4;BOLLSI;
2006-11-07 00:34:19.770;41.421;14.164;7.2;1.7;BOLLSI;
2006-10-15 14:22:54.220;41.415;14.545;2.0;1.2;BOLLSI;
2006-10-04 11:49:39.790;41.418;14.468;7.0;2.1;BOLLSI;
2006-10-04 11:34:40.410;41.323;14.560;9.0;1.7;BOLLSI;
2006-06-29 13:01:50.910;41.260;14.510;10.0;1.4;BOLLSI;
2006-06-16 21:54:35.220;41.174;14.510;10.0;1.2;BOLLSI;
2006-04-20 06:15:45.970;41.296;14.474;4.0;1.8;BOLLSI;
2006-04-03 01:56:04.570;41.339;14.612;6.3;1.4;BOLLSI;
2006-04-02 08:11:10.120;41.444;14.492;7.2;1.2;BOLLSI;
2006-04-02 01:39:42.430;41.351;14.612;8.8;1.7;BOLLSI;
2006-04-01 17:07:42.640;41.395;14.602;8.0;1.9;BOLLSI;
2006-03-31 14:16:34.860;41.256;14.597;21.4;2.4;BOLLSI;
2006-03-21 07:40:29.570;41.358;14.611;10.0;1.7;BOLLSI;
2006-03-16 22:50:16.520;41.326;14.517;10.0;1.4;BOLLSI;
2006-03-04 17:04:06.800;41.347;14.500;5.1;1.8;BOLLSI;
2006-01-14 16:55:28.540;41.356;14.549;9.7;1.7;BOLLSI;
2006-01-03 06:01:32.180;41.506;14.299;10.0;1.9;BOLLSI;
2005-12-23 01:48:56.520;41.380;14.526;12.5;1.0;BOLLSI;
2005-12-07 10:29:05.930;41.409;14.488;9.7;1.8;BOLLSI;
2005-11-10 14:28:00.530;41.262;14.470;9.5;1.8;BOLLSI;
2005-11-10 14:04:49.000;41.278;14.470;19.6;1.9;BOLLSI;
2005-09-23 03:39:19.500;41.528;14.566;20.4;1.2;BOLLSI;
2005-08-09 13:59:07.640;41.513;14.524;12.5;0.9;BOLLSI;
2005-07-25 19:10:38.090;41.280;14.279;29.6;1.8;BOLLSI;
2005-06-16 19:53:45.790;41.394;14.492;6.9;1.7;BOLLSI;
2005-06-13 10:22:19.120;41.331;14.598;12.3;1.6;BOLLSI;
2005-06-06 10:27:49.760;41.530;14.515;15.5;1.5;BOLLSI;
2005-06-03 16:57:56.400;41.485;14.518;7.7;1.3;BOLLSI;
2005-06-03 09:29:08.490;41.483;14.550;12.5;1.4;BOLLSI;
2005-05-26 17:42:25.670;41.277;14.230;8.3;1.8;BOLLSI;
2005-05-03 11:54:41.400;41.358;14.270;9.4;2.3;BOLLSI;
